"filename", "language", "Python", "HTML", "JavaScript", "CSS", "XML", "Markdown", "Properties", "pip requirements", "Shell Script", "PowerShell", "comment", "blank", "total"
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/panels/sql_explain.html", "HTML", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/panels/sql_profile.html", "HTML", 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 43
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/panels/sql_select.html", "HTML", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 40
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/panels/staticfiles.html", "HTML", 0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 57
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/panels/template_source.html", "HTML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/panels/templates.html", "HTML", 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 49
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/panels/timer.html", "HTML", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 44
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/panels/versions.html", "HTML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templates/debug_toolbar/redirect.html", "HTML", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/templatetags/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/toolbar.py", "Python", 157, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 33, 215
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/urls.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/utils.py", "Python", 300, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 61, 369
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/debug_toolbar/views.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/__init__.py", "Python", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 25
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/__main__.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/apps/__init__.py", "Python", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/apps/config.py", "Python", 184, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 36, 275
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/apps/registry.py", "Python", 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 80, 438
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/__init__.py", "Python", 291, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 54, 365
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/global_settings.py", "Python", 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 253, 119, 674
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/__init__.py", "Python", 627, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 630
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/ar/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/ar/formats.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 22
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/ar_DZ/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/ar_DZ/formats.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 30
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/az/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/az/formats.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 31
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/bg/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/bg/formats.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 2, 22
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/bn/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/bn/formats.py", "Python", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 33
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/bs/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/bs/formats.py", "Python", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 22
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/ca/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/ca/formats.py", "Python", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 31
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/ckb/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/ckb/formats.py", "Python", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 22
"/Users/jeffchebul/Documents/coding/potential_jobs/Roulettech/venv/lib/python3.12/site-packages/django/conf/locale/cs/__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
